,Tenure,MonthlyCharge,Bandwidth_GB_Year,Responses,Fixes,Replacements,Reliability,Options,Respectful,Courteous,Listening
2749,11.38275254,268.7086668,1636.428296,3,4,3,5,2,5,4,3
2750,6.780515198,223.1064853,1158.10468,4,5,4,2,3,4,4,4
2751,8.27838968,170.16951640000005,1169.714886,3,2,4,4,4,2,2,3
2752,36.19603,242.4366521,1369.0121359999996,3,3,4,4,3,3,2,5
2753,1.835564047,173.07213169999997,387.3140839,4,4,4,3,3,5,4,3
2754,36.19603,163.27210259999995,1810.906541,3,3,4,4,2,4,2,4
2755,8.612474419,149.4559207,1425.150573,3,3,4,3,3,3,4,2
2756,3.122124532,151.1082044,631.6069096,2,1,1,3,3,2,3,1
2757,36.19603,171.8148647,1601.994832,4,4,2,4,3,5,3,4
2758,5.679236604,206.5314528,895.0975786,6,5,6,3,2,4,5,5
2759,1.050155087,157.27355749999995,223.4765826,3,2,4,3,3,4,2,6
2760,10.6897179,156.2591926,1221.300132,4,5,5,5,3,3,3,3
2761,2.210399275,216.9440196,731.2638925,3,3,4,3,2,5,4,5
2762,18.21029576,207.0173498,2150.497966,4,3,3,4,1,3,3,3
2763,36.19603,147.561502,1732.048832,4,4,4,4,3,3,4,1
2764,36.19603,149.1016668,540.3210772000001,3,5,3,3,2,3,5,3
2765,6.246938804,179.3440365,904.6029537,2,4,2,5,1,4,4,4
2766,4.600046704,192.1617545,649.075085,5,6,6,4,3,4,5,4
2767,9.305550123,171.5274671,3382.4240000000004,5,4,4,4,4,4,3,4
2768,18.55263028,233.3916176,2274.334534,5,5,5,3,2,4,5,4
2769,13.12228158,119.6082294,1711.957507,5,6,4,6,2,5,5,3
2770,10.51088552,93.42792026,3382.4240000000004,4,4,5,4,3,3,3,3
2771,12.81579339,196.09819030000003,1813.141473,2,2,2,5,4,4,3,3
2772,11.16354187,199.159845,3382.4240000000004,4,5,4,4,3,4,4,4
2773,12.01982695,166.39798480000005,2037.009094,2,2,4,4,3,3,5,2
2774,6.021823068,169.4939964,663.9805561000002,5,5,5,2,3,5,4,2
2775,23.99383789,171.54807480000005,2615.909854,2,2,2,4,2,4,4,4
2776,8.100668391000001,180.8750192,1598.041286,3,3,3,4,3,3,3,3
2777,36.19603,126.1806453,2030.890872,4,5,3,3,3,4,4,4
2778,14.62116665,121.117543,1595.672481,3,2,2,3,5,3,3,3
2779,12.95414684,137.9203999,1461.63528,1,2,2,4,3,3,1,2
2780,3.588245343,124.2396223,452.390983,2,3,2,3,4,3,5,2
2781,14.36866442,187.0712425,1594.517874,4,5,5,2,4,5,5,3
2782,6.3065504410000015,140.0217357,3382.4240000000004,5,6,5,3,4,4,5,4
2783,18.9442945,208.8813041,2087.462333,3,4,4,3,3,2,3,5
2784,3.47490063,171.48826119999995,3382.4240000000004,4,4,4,4,4,4,3,3
2785,3.341125944,226.7842021,694.2731917,3,1,3,3,5,2,2,5
2786,4.761845138,133.1496326,1290.636519,5,4,3,4,3,5,4,5
2787,20.22924241,127.9837723,2166.207365,3,4,3,2,3,4,4,3
2788,6.487047944,101.8252006,655.1704765,2,2,3,5,1,4,4,3
2789,20.32585352,140.9078426,1989.74777,3,3,3,5,1,4,4,4
2790,12.24636579,151.5529831,1795.595369,2,3,3,4,3,4,3,3
2791,14.63647192,267.114236,2210.449566,4,4,5,4,3,4,4,3
2792,4.833413621,172.1514534,673.8697136,3,3,4,3,3,3,2,2
2793,5.705637629,160.8266643,602.0049206,3,3,2,3,4,4,3,4
2794,12.55314844,180.3876112,1357.88248,3,4,2,4,3,4,3,4
2795,1.059865457,157.4849533,380.7812664,3,2,2,4,1,2,2,5
2796,13.47613483,172.2192869,1838.415776,3,3,3,4,3,3,5,3
2797,9.88774563,139.5996174,991.6943982,2,3,3,2,5,3,3,4
2798,6.8531520010000015,150.01717,1313.3911039999996,5,4,5,3,6,3,4,3
2799,2.213342358,265.9365938,1018.286618,4,4,2,3,5,2,2,4
2800,5.9549751560000015,117.5596503,1069.152457,3,4,3,3,3,4,3,3
2801,8.316192837000001,127.6263127,921.8193418,3,4,4,5,2,4,5,3
2802,8.081085785,242.8348851,1387.096942,4,4,4,2,4,4,4,3
2803,5.000015581,202.9557593,1481.311788,3,3,3,5,4,4,3,4
2804,3.469340841,228.0456733,3382.4240000000004,5,4,4,3,4,3,3,4
2805,7.874578706,210.8788918,1215.186143,4,4,3,5,3,4,3,5
2806,11.70115295,125.6824688,1131.849487,5,4,5,2,4,2,3,3
2807,3.890318758,150.16093590000003,993.4525617,3,2,4,3,5,2,3,3
2808,14.78669896,125.2639537,1404.351494,4,4,4,4,3,4,4,4
2809,11.71559187,149.5646791,1283.330518,3,3,3,4,3,4,4,3
2810,4.995373364,266.3177012,1186.556596,6,5,6,3,4,4,3,4
2811,11.56278112,217.0141324,1325.414246,4,3,4,3,4,3,4,3
2812,18.74039805,161.70861430000005,1864.692477,5,5,5,3,2,5,5,6
2813,8.479464554,147.5223639,1078.756333,5,3,5,5,3,3,3,5
2814,13.03956748,148.3712949,1501.3754800000004,4,2,4,3,4,5,3,3
2815,4.999130152,174.764205,945.3922235,5,5,6,4,3,4,4,4
2816,2.108436379,171.119797,702.1831409,4,5,4,3,4,6,5,3
2817,4.848048865,151.8072946,458.1425479,1,1,2,5,3,2,3,3
2818,14.06379093,138.8959507,1271.791514,5,3,5,4,5,2,3,3
2819,36.19603,221.4168467,3382.4240000000004,4,3,4,3,4,4,3,5
2820,11.20750014,186.5391413,1977.058574,2,3,3,3,3,2,3,2
2821,7.837877897,230.4550974,1152.27854,3,3,3,5,2,4,5,4
2822,4.845810524,223.0618797,3382.4240000000004,2,3,2,3,3,3,4,4
2823,3.852240839,150.2740465,3382.4240000000004,3,2,4,4,3,5,3,4
2824,11.55831086,193.7423093,1538.887965,3,3,2,3,4,3,4,4
2825,5.3894658889999985,172.09503569999995,1322.429941,2,2,2,3,2,2,2,3
2826,10.93328741,151.9833362,1167.924948,4,4,4,3,3,4,3,5
2827,8.259716315,253.842022,1380.765825,4,4,4,3,3,4,5,2
2828,3.15776722,173.7924839,675.3184526,3,2,4,3,5,2,2,4
2829,2.185046872,161.85241069999995,472.1439723,1,2,2,3,3,2,3,3
2830,4.61244199,235.2023974,1114.048401,4,3,3,5,3,3,4,4
2831,10.75614291,116.2894199,962.301603,5,4,4,4,3,4,4,5
2832,14.37480684,172.26498830000003,3382.4240000000004,4,4,3,3,4,3,3,3
2833,5.447688782999999,231.2240333,885.0263451,5,4,5,2,5,3,3,3
2834,12.29962414,184.3110471,1418.813901,3,3,1,5,2,4,4,3
2835,12.57562686,125.4885967,1185.107111,3,4,3,6,2,5,7,4
2836,7.606098597000001,155.5356287,1072.186545,2,1,3,4,3,2,3,3
2837,6.79324042,191.4716904,1161.691491,4,4,4,4,3,4,4,3
2838,4.753084079,163.72244819999997,1206.589518,3,3,2,6,4,2,3,3
2839,21.08780045,175.8848366,2588.430434,3,2,5,4,3,4,4,4
2840,15.33273797,233.4783358,1983.300598,3,4,3,4,4,5,3,4
2841,11.47008108,170.7069182,1323.764927,4,3,3,4,2,3,5,4
2842,3.631023805,112.25340459999998,463.9097938,2,1,2,6,2,4,3,5
2843,36.19603,221.1198101,2794.920011,3,2,3,4,2,4,5,4
2844,13.2155429,221.1946949,2181.086069,4,3,4,3,5,4,3,2
2845,15.97096095,152.04349419999997,1993.401196,5,5,4,4,2,5,5,4
2846,8.023899662,159.42153100000004,867.8924387,4,4,4,3,3,5,4,4
2847,5.448171976,224.4986112,3382.4240000000004,3,3,4,4,3,3,4,3
2848,8.306217569,166.19872949999996,1064.5957039999996,3,3,3,4,3,3,2,4
2849,3.600681859,207.847992,935.8715835,2,2,2,2,5,1,2,2
2850,4.459993394,223.177319,1014.955092,4,5,4,4,1,6,4,5
2851,11.40421301,159.9877574,1603.711289,3,3,2,2,4,4,4,4
2852,36.19603,168.837975,3382.4240000000004,3,3,2,4,4,3,3,3
2853,9.546909297000001,204.5388022,1264.373724,4,4,5,4,4,5,4,4
2854,4.424082505,243.874165,1151.054935,5,5,5,3,3,5,5,4
2855,1.462470606,170.83175459999995,447.1773574,4,5,6,3,4,5,2,4
2856,9.95247618,179.9069882,1301.393401,4,5,5,4,2,4,5,5
2857,1.133366652,212.1953752,1227.924743,4,4,4,5,2,4,5,4
2858,14.40434638,137.13748769999998,2060.606368,4,3,3,4,3,5,4,2
2859,4.300397459,205.0118552,3382.4240000000004,3,4,4,3,3,5,4,2
2860,8.360060219,291.0196617000001,1432.224687,1,2,1,4,2,3,3,4
2861,9.693607793,130.22371940000002,1607.273001,5,5,5,4,2,6,4,5
2862,8.24734029,161.47621180000004,3382.4240000000004,3,4,3,3,3,3,4,3
2863,36.19603,152.7682828,1837.760704,3,3,4,4,3,4,5,5
2864,6.067975223,191.6244179,722.5123131,4,4,3,3,3,4,2,6
2865,5.602813441,139.23369269999998,756.3419475,4,4,3,3,4,2,4,5
2866,9.938487001,194.4292008,1240.6792369999996,5,4,4,5,3,5,5,3
2867,13.96390655,140.4607621,1745.07852,4,3,3,2,5,3,3,3
2868,9.84183347,209.3473142,1276.9023140000004,4,4,4,4,4,4,3,2
2869,36.19603,95.84160725,794.1801028,5,5,5,2,5,2,3,3
2870,3.612293649,150.6786949,1195.475034,4,4,3,4,4,4,4,4
2871,9.43009631,159.6404258,1215.994181,3,3,3,2,5,2,2,3
2872,6.699323007,192.8755623,939.6683701,4,4,4,4,2,3,2,3
2873,36.19603,127.6624649,1063.884067,4,3,3,3,3,3,4,3
2874,16.56846521,257.5524582,3382.4240000000004,3,2,5,5,2,2,4,3
2875,16.71458614,91.78315826,1844.526573,3,4,3,4,2,5,4,4
2876,16.48485112,179.244281,1952.410832,2,3,2,3,3,3,3,3
2877,36.19603,146.08783400000004,1076.991137,4,5,4,4,3,4,5,3
2878,6.630699637,170.0859594,765.1823242,4,3,3,5,4,4,5,3
2879,11.5268665,149.158321,1498.93018,4,5,4,4,3,3,4,3
2880,2.984003977,139.5205901,3382.4240000000004,1,1,2,2,3,1,2,1
2881,4.646694569,237.1074446,3382.4240000000004,3,3,2,4,3,4,2,6
2882,22.24529063,137.2345957,3382.4240000000004,4,4,3,6,3,4,3,3
2883,14.89363458,135.4832933,1520.458929,4,5,5,2,4,3,4,3
2884,6.140642726,137.7002622,924.5326675,3,3,2,4,4,3,2,3
2885,19.62739829,136.4765483,1756.84915,3,2,4,2,4,3,4,4
2886,13.4932341,155.40959519999996,1406.307337,3,3,4,5,4,4,4,5
2887,12.69288945,114.1022158,1398.1613220000004,4,4,6,4,4,5,4,4
2888,18.5882941,221.5270431,3382.4240000000004,5,5,4,4,3,5,4,4
2889,36.19603,188.8360485,1750.253059,2,3,1,4,3,3,2,3
2890,7.881288559,175.45202849999995,3382.4240000000004,4,3,3,4,4,4,4,4
2891,4.639620114,233.6133057,1439.765003,4,3,4,4,4,3,4,5
2892,10.76391382,184.4323019,1410.343155,4,4,3,4,4,3,5,2
2893,12.47147514,147.9331559,1103.016586,5,4,5,4,4,4,4,4
2894,8.387102009,175.42013590000005,1282.323667,3,3,3,2,4,3,3,5
2895,12.89075591,244.7008767,1548.154792,4,3,3,3,5,3,1,3
2896,6.726078328,147.25204159999996,1212.659466,3,3,3,5,3,3,3,4
2897,14.72164095,96.45223676,1488.056133,4,4,4,3,3,5,3,5
2898,6.915354222,225.93024080000004,1137.782472,3,4,3,3,4,4,3,4
2899,12.23126454,169.2864298,1393.130581,3,3,3,3,4,3,3,4
2900,11.26135888,153.2213876,1263.915496,3,4,4,3,4,3,5,5
2901,9.448434315,253.6953285,1489.056859,3,3,4,6,4,4,1,3
2902,21.25516642,184.212952,2320.769374,3,3,3,3,4,4,3,4
2903,7.467092722999999,219.1332555,1254.859385,4,4,4,2,4,3,4,3
2904,36.19603,107.50157649999998,1104.543998,4,4,5,4,1,5,4,6
2905,13.09677838,140.8072726,1596.175795,2,2,2,4,3,1,2,3
2906,6.224412887000001,150.14489790000005,764.0244287,4,3,4,3,3,3,3,3
2907,16.25655487,124.8235311,1722.032536,2,3,2,3,3,2,2,3
2908,10.74959403,219.8844139,1493.782205,3,4,5,4,4,3,4,4
2909,16.4222165,218.897915,1962.047024,3,3,4,3,5,2,3,1
2910,5.585075112,194.6605081,768.7084381,3,2,4,4,3,3,4,1
2911,3.58302476,161.0127545,719.7798137,3,3,3,5,2,4,2,2
2912,10.48283974,230.1574463,1308.7086,3,3,2,5,4,4,6,3
2913,2.457741131,91.95481744,709.6900125,5,4,5,4,4,4,4,4
2914,5.006746035,164.8590979,1221.36675,4,4,3,4,5,3,5,4
2915,17.53363305,199.954606,2517.584249,4,4,2,3,4,3,4,3
2916,11.97809625,274.847975,1704.872057,2,3,3,3,4,3,3,4
2917,21.063292800000006,127.5024102,1932.26875,2,2,3,3,4,3,5,5
2918,9.453234246000001,182.4474917,1174.5456800000004,6,6,5,5,4,5,4,3
2919,3.109148334,195.06319,581.9611419,3,4,4,2,4,3,4,4
2920,16.93921242,168.5739588,1810.474782,3,4,3,4,2,3,4,3
2921,10.16511424,174.7471058,1821.752133,2,3,3,3,5,3,2,3
2922,2.598271654,127.8710906,917.5571323,4,4,4,2,4,3,4,5
2923,1.717805644,147.23386159999995,863.6296514000002,4,3,4,3,5,3,2,4
2924,2.2247422930000003,178.2699475,948.6927365,4,5,4,3,3,3,3,4
2925,10.76679502,232.8024127,1412.381474,4,4,4,5,3,3,3,4
2926,4.847251595,220.6326977,946.5642973,1,2,3,3,2,4,2,3
2927,11.16076385,122.9976164,1663.2352039999996,4,4,4,4,3,3,2,2
2928,1.200248587,194.9739399,860.4509841,2,2,2,3,4,2,3,2
2929,36.19603,205.4889721,3382.4240000000004,3,2,3,5,4,5,3,5
2930,5.656085782000001,153.8989882,859.2099751000002,3,3,3,5,4,4,3,5
2931,8.840599382,194.7811194,1209.038145,3,4,2,4,4,3,3,5
2932,22.38582173,157.3624263,2149.727449,4,5,4,3,3,3,3,2
2933,9.41730187,272.5818856,1860.127661,3,3,3,3,4,2,4,2
2934,36.19603,119.8970803,822.5599232999998,2,2,1,3,4,2,2,2
2935,4.799510862,174.2617957,792.3707277000002,3,4,4,4,2,4,4,2
2936,32.97693322,149.45844519999997,3035.613983,3,3,4,6,2,4,4,4
2937,36.19603,240.574202,1875.734695,3,3,3,3,4,3,4,3
2938,3.294082162,158.91832030000003,577.1681107,2,3,3,4,5,3,2,3
2939,7.129721487,115.1679804,905.0282527,4,4,4,2,5,4,4,4
2940,15.23334736,192.9031804,1752.536989,4,5,5,2,4,5,4,4
2941,4.2731046510000015,148.7187153,678.2257258,4,4,4,2,4,2,2,4
2942,13.19045848,161.7725406,1908.654798,4,4,4,3,4,4,3,4
2943,10.91352691,161.434218,1163.07255,3,3,3,4,3,3,4,4
2944,10.33619542,224.0764629,1776.804483,4,4,4,3,4,4,3,3
2945,12.24573705,185.0439791,1822.961538,4,3,4,3,4,4,3,4
2946,13.6212644,170.0393636,1599.005155,4,5,5,5,4,5,4,2
2947,12.73029026,180.3428339,1705.874036,4,3,4,3,3,3,4,3
2948,8.681614252000001,245.3270744,1501.794265,4,4,3,2,5,2,2,3
2949,15.38202384,146.3627551,1414.219141,2,2,3,4,3,4,3,3
2950,7.513610868,177.995789,797.0949032000002,2,2,2,4,2,3,4,4
2951,36.19603,240.9577992,1567.299499,2,2,3,3,5,3,4,2
2952,6.611955383,194.9260053,901.8396595,4,3,3,3,3,3,7,5
2953,9.040056736,195.8197672,1380.469032,5,3,5,4,2,5,5,5
2954,25.11298625,124.3821801,2275.551071,3,3,3,4,4,4,3,4
2955,36.19603,162.2553801,2138.11032,3,3,2,4,4,4,3,4
2956,7.8451143010000015,129.7975819,1305.9213539999996,5,3,4,3,4,3,2,4
2957,7.773668677000001,126.05262,888.4950848,4,3,4,3,4,3,5,4
2958,10.92195651,183.2460795,1256.45775,2,3,4,3,4,5,3,3
2959,8.259384928,184.8550004,1262.417547,3,2,4,4,4,3,3,3
2960,10.41798326,145.50781930000005,1574.707587,5,4,4,5,4,5,4,5
2961,9.561875307000001,136.09939350000002,1108.3689470000004,3,2,3,2,3,3,5,4
2962,5.464488202999999,171.40579269999995,812.928535,1,3,3,3,6,1,2,2
2963,5.966694558,150.75627849999995,901.932094,3,3,4,4,2,5,3,3
2964,4.89991076,170.21829340000005,756.9340947000002,5,4,4,4,3,5,4,7
2965,11.16749006,127.4257072,1651.037252,3,3,3,3,4,4,3,1
2966,13.16570547,208.8414375,2052.6560510000004,3,3,4,2,3,3,2,4
2967,6.2495991570000005,183.676781,3382.4240000000004,4,3,3,4,2,5,3,3
2968,4.367738523,150.27948510000004,924.895642,3,4,5,4,2,3,4,3
2969,12.78697161,93.5577786,1294.950837,4,4,4,4,4,4,3,3
2970,6.842583522000001,168.37882119999998,1209.707399,4,3,4,2,5,2,2,4
2971,1.450218934,163.1472747,877.1087707999999,4,4,3,5,4,3,3,5
2972,10.29318484,136.0566921,1207.830056,4,3,3,4,2,4,3,3
2973,3.326476058,150.9209884,505.5009987,4,4,4,5,5,2,3,4
2974,13.81009804,103.3885301,1636.905029,4,4,4,3,3,4,4,5
2975,6.039498681,123.5015244,3382.4240000000004,2,2,4,2,3,3,5,3
2976,10.11079,146.23804219999997,1010.291341,5,5,5,4,4,4,4,4
2977,11.17999094,173.2987937,1168.630192,4,3,3,3,5,3,4,4
2978,8.509962306,125.3114773,3382.4240000000004,3,4,3,4,4,5,4,4
2979,1.602965776,137.4114471,792.9175184999998,3,4,4,4,4,4,3,4
2980,2.1174026230000003,183.2040858,885.4473166000001,3,3,4,3,4,3,5,3
2981,2.2512371730000003,246.6224966,1389.833754,3,2,3,4,2,4,3,4
2982,2.089917021,229.803793,900.0678019,4,5,5,5,3,4,4,3
2983,10.94284283,230.5485103,1423.721197,3,4,3,3,4,3,4,4
2984,15.3941861,207.4550176,1911.199623,4,4,4,1,4,2,3,4
2985,17.25514248,137.4072812,1967.228079,3,4,2,3,4,3,3,4
2986,9.349103343,126.933578,1087.694968,4,3,3,3,3,4,4,4
2987,15.04337112,264.45685660000004,1851.332322,3,3,3,3,3,1,3,4
2988,7.066141702,112.3898378,3382.4240000000004,2,3,2,1,4,2,4,3
2989,4.327078087,165.84241519999995,779.2981636,2,3,2,4,5,2,3,3
2990,9.256770247,173.0386284,1318.670361,3,3,4,5,4,3,1,5
2991,5.52681505,162.01511680000004,1233.655272,2,1,3,4,2,3,2,4
2992,2.08025486,265.91427180000005,830.8201062999998,3,3,4,4,3,4,3,3
2993,13.44854618,161.9359871,1927.327764,1,1,2,3,3,1,1,2
2994,2.8471168510000004,157.4228772,1075.372195,4,3,4,2,4,5,3,4
2995,10.72393233,221.6980321,1934.182617,4,3,4,1,6,1,1,3
2996,2.17820047,150.5233995,3382.4240000000004,4,3,3,3,3,3,2,4
2997,10.24306322,161.5043257,1364.913066,3,3,3,5,3,2,3,4
2998,11.65332777,140.1715058,1622.06829,4,5,3,3,4,4,4,3
2999,3.000251,235.4902,3382.4240000000004,3,2,3,4,2,3,3,5
3000,36.19603,161.1385,3382.4240000000004,3,4,3,5,2,4,3,4
3001,2.258878,174.6733,755.0712,4,5,4,5,3,4,4,5
3002,5.519258,224.0309,1153.073,3,5,4,3,4,4,5,2
3003,5.944147,164.8871,1429.7089999999996,3,4,5,5,2,4,4,2
3004,3.255652,241.5793,1021.343,6,4,4,5,4,5,4,3
3005,1.868309,247.0312,922.578,4,4,4,3,4,3,2,4
3006,13.46637,254.9246,3382.4240000000004,2,3,3,3,4,1,4,1
3007,22.54598,149.5236,2105.677,6,5,4,1,4,4,2,4
3008,5.787415,169.0633,856.7556,3,4,5,3,4,3,3,4
3009,1.125218,170.5484,3382.4240000000004,5,4,6,4,3,5,5,5
3010,36.19603,149.8462,3382.4240000000004,3,4,4,3,2,3,4,3
3011,1.799293,119.4093,690.1874,3,3,3,5,2,4,5,6
3012,7.0127880000000005,181.3378,910.1358,4,4,5,4,3,4,3,5
3013,9.539097,256.6833,1965.903,4,4,2,3,3,4,3,3
3014,8.586839999999999,194.1625,1071.697,2,2,3,3,4,3,4,1
3015,7.179432,174.9901,1330.309,2,2,2,4,2,2,3,5
3016,6.971589,239.3456,1277.068,3,4,5,4,4,4,3,3
3017,14.26274,116.2031,1355.026,5,5,5,5,3,5,5,4
3018,21.73641,211.6881,2371.074,5,4,4,1,6,5,4,4
3019,5.867453,125.1606,3382.4240000000004,3,2,2,3,5,3,3,4
3020,17.32489,138.2492,1847.395,3,3,3,2,4,3,2,2
3021,2.80856,148.1854,585.3561,3,4,4,4,3,4,2,4
3022,13.90887,105.0341,3382.4240000000004,6,5,4,5,5,4,6,4
3023,19.77964,221.1717,2353.339,5,5,4,4,4,5,5,4
3024,7.342789,263.3861,1221.606,4,5,4,4,3,6,5,4
3025,1.813125,149.3743,492.3321,3,3,3,3,3,3,3,3
3026,20.95648,201.2102,2733.9040000000005,3,3,3,2,4,4,3,2
3027,18.47081,133.2073,2382.031,4,4,4,4,5,4,2,4
3028,1.571176,159.6901,499.0296,4,3,4,4,3,5,5,3
3029,17.2501,187.8739,2035.112,2,2,1,4,2,3,2,2
3030,8.74736,163.3867,1209.751,4,4,4,2,4,4,5,3
3031,13.36539,183.1576,1968.084,4,3,3,4,3,3,3,4
3032,7.311512,185.0552,943.8571,5,3,6,4,3,4,5,3
3033,13.98482,275.3944,2044.804,3,3,4,4,3,4,4,3
3034,18.24928,232.2018,2515.478,1,1,2,4,3,3,2,4
3035,3.101413,160.5821,721.6629,3,3,2,6,1,5,5,5
3036,6.1503510000000015,171.4268,867.6145,3,3,3,4,4,6,4,5
3037,5.9774699999999985,127.3077,1177.477,3,4,3,4,3,4,3,4
3038,14.83659,224.2576,2304.085,3,3,4,3,3,3,4,4
3039,7.721989999999999,253.9934,1282.858,4,4,4,4,3,5,4,4
3040,2.10678,216.403,589.1981,2,2,2,4,3,3,3,1
3041,3.518534,210.0682,973.9939,3,3,3,6,1,4,4,4
3042,3.172425,173.8713,456.0823,6,5,6,4,3,6,5,5
3043,2.266934,213.7565,1214.129,4,4,4,3,4,5,5,3
3044,8.794478,117.383,1182.278,3,3,4,2,4,5,3,4
3045,7.5636,187.945,1183.255,4,4,3,3,3,5,4,4
3046,12.00194,267.5858,1990.708,4,4,3,4,3,4,2,2
3047,36.19603,137.6937,1600.6029999999996,5,3,4,4,4,5,4,4
3048,36.19603,135.9667,768.6735,1,2,2,4,3,4,3,4
3049,17.29281,171.3655,2120.766,4,2,4,3,5,2,3,3
3050,21.13934,231.7588,2483.369,3,3,4,2,4,2,1,2
3051,4.462414,124.696,3382.4240000000004,3,3,2,4,2,3,3,3
3052,15.779420000000002,203.7751,1540.003,4,4,3,5,3,4,4,4
3053,11.31382,115.8176,3382.4240000000004,6,6,4,4,4,4,4,3
3054,3.678847,80.31989,301.5747,2,2,3,3,3,4,3,3
3055,6.967998,256.3257,1900.983,4,3,3,1,5,3,3,4
3056,6.515297,139.3374,1109.32,4,5,5,5,1,6,5,5
3057,15.6265,160.3972,1669.628,4,3,4,4,3,3,4,4
3058,7.296904,165.1912,1343.619,4,3,4,2,6,2,3,3
3059,7.032433,243.8706,1818.573,3,3,3,4,4,3,3,3
3060,17.09722,212.4417,2397.113,2,2,3,5,3,4,5,4
3061,2.563452,118.255,680.4044,4,3,4,2,5,3,3,3
3062,8.287531,152.0691,1530.7420000000004,3,3,3,4,3,4,4,3
3063,2.437932,168.8395,381.1394,5,4,4,3,4,5,4,4
3064,11.81853,112.4293,1247.348,3,3,4,4,3,3,4,3
3065,28.06447,171.5878,2722.383,4,3,4,3,5,3,2,4
3066,10.02202,201.528,1150.221,5,4,4,3,3,4,6,3
3067,4.731989,174.5303,727.8879,3,2,4,4,4,3,2,2
3068,11.91973,229.5883,1860.602,3,5,5,4,2,5,3,5
3069,16.01922,124.5364,1554.132,5,4,5,2,5,4,4,4
3070,7.220078999999999,146.6547,787.3445,4,5,4,3,4,4,4,3
3071,36.19603,162.97299999999996,1069.094,4,4,4,3,3,2,3,4
3072,11.20366,146.2119,919.239,4,3,4,3,2,2,2,3
3073,9.858242,161.3825,1287.536,2,3,3,2,4,2,2,3
3074,1.6899990000000005,191.2292,553.9353,4,4,4,3,1,6,5,4
3075,7.899007000000001,223.0935,1248.475,3,4,3,4,3,2,3,2
3076,10.52622,148.7464,1081.124,4,3,3,3,4,4,2,5
3077,11.15074,163.4719,1768.733,3,4,2,3,3,2,4,4
3078,17.2154,154.1111,3382.4240000000004,3,4,3,4,4,2,3,3
3079,36.19603,170.4998,3382.4240000000004,5,5,5,5,2,4,4,4
3080,4.267801,173.2517,1078.288,3,3,2,3,3,4,3,3
3081,36.19603,197.2354,1091.52,5,4,3,3,4,5,4,4
3082,2.168042,158.2143,3382.4240000000004,3,3,4,4,3,4,3,2
3083,8.268061,233.6571,1388.043,3,5,3,3,4,4,3,3
3084,5.538303,124.9276,397.7862,2,1,2,4,3,2,1,4
3085,7.733033,151.6305,1099.299,5,4,6,3,2,5,5,4
3086,6.446693,130.495,1459.309,5,4,4,2,3,3,4,3
3087,36.19603,141.8873,1077.205,4,4,4,3,6,2,4,2
3088,20.72068,92.818,2235.624,3,3,3,5,2,4,3,4
3089,36.19603,268.9347,3080.293,5,3,5,3,3,6,5,4
3090,4.24454,107.5421,912.254,3,4,3,3,4,3,4,3
3091,16.88185,161.8644,2233.113,4,4,4,6,4,4,3,3
3092,6.184122,94.68155,1189.368,4,3,3,5,2,3,5,4
3093,36.19603,145.9111,1292.562,4,4,3,5,4,3,3,2
3094,3.0465880000000003,203.8009,793.3207,2,2,3,3,4,3,3,5
3095,1.365304,209.5931,1093.192,1,1,2,4,4,3,2,4
3096,11.34636,105.1407,3382.4240000000004,3,3,3,5,2,4,3,4
3097,19.77218,137.7664,1968.304,2,3,3,3,5,2,2,2
3098,10.59517,183.5562,1587.727,4,4,4,3,5,4,3,4
3099,16.17631,153.7489,2123.825,4,4,2,3,4,6,3,3
3100,3.493433,193.6422,882.4523,4,5,4,4,4,4,2,5
3101,10.31129,179.8754,1128.899,4,5,6,4,3,5,5,3
3102,8.33073,181.8649,1171.237,4,4,4,4,4,5,4,4
3103,3.267702,189.0719,1271.632,4,4,4,1,5,2,2,3
3104,1.891666,171.5415,438.8951,3,4,4,4,3,3,3,3
3105,6.06866,166.9527,573.5317,3,2,4,4,5,3,1,3
3106,2.290777,124.5339,599.8774,4,3,3,3,2,4,5,3
3107,7.53282,148.2648,1403.833,6,4,6,4,2,5,4,7
3108,9.27204,188.7343,1728.999,3,2,3,4,1,4,4,2
3109,6.725814999999999,181.6349,891.9183,4,4,4,3,4,4,5,5
3110,2.320115,140.2872,877.5328,2,3,3,5,3,3,4,3
3111,36.19603,161.6133,1708.2020000000002,3,2,2,3,3,2,4,3
3112,36.19603,167.6146,1383.43,2,2,2,3,5,2,3,4
3113,20.51646,128.1487,1859.777,4,3,4,3,1,3,3,3
3114,1.304537,160.4442,820.0488,3,3,2,5,2,4,4,3
3115,17.15829,221.3516,2541.6220000000008,3,3,4,3,3,3,2,1
3116,36.19603,130.5327,2561.675,2,3,2,2,4,2,2,3
3117,3.2138880000000003,241.4835,1264.0,2,2,3,3,5,2,4,3
3118,11.00718,171.8083,1373.226,3,2,3,4,4,4,3,3
3119,10.18298,226.2439,2083.36,4,4,3,5,3,4,3,4
3120,6.693474,128.5256,1301.156,3,3,3,3,5,2,2,2
3121,36.19603,183.1969,827.023,3,2,3,4,3,4,4,4
3122,3.62899,163.656,3382.4240000000004,5,4,4,4,3,4,5,5
3123,1.598975,204.6879,596.5948,4,3,6,3,4,4,5,4
3124,8.161424,131.8475,1628.255,4,3,3,4,4,4,2,3
3125,8.201372000000001,243.837,1822.363,4,2,3,6,3,4,4,5
